MAIN_id,RA,DEC,SP_TYPE,U,A_U,B,A_B,V,A_V,R,A_R,I,A_I,J,A_J,H,A_H,K,2MASS_FLAG,A_K,W1,A_W1,W2,A_W2,F9,F9_FLAG,W3,A_W3,F18,F18_FLAG,W4,WISE_FLAG,A_W4,25,60,100,450,850,890,1300,2600,2700,,,,,,,,,,,
 mwc 1080,23 17 25,+60 50 43,       B0eq,     null ,7.2290365161100,12.779,6.144027418750,11.582,4.6407015609700,11.9,3.4772580710400,     null ,2.2223077897600,6.652,1.3072398763300,5.810,0.81571768283000,5.262,000,0.49936563275800,3.908,0.24488960349900,3.267,0.15134079453300,3.251000,3,3.014,0.12650160283300,      null ,0,2.012,0000,0.082555335566000,,,,,,,,,,,,,,,,,,,,
 mx ori,05 35 21,-05 09 16,       K2Ve,     null ,-1.4004168476900,10.9,-1.190227700570,10.3,-0.8990017738340,     null ,-0.6736182305350,     null ,-0.4305078916950,7.461,0.2532399362910,5.980,-0.15802172024600,4.826,000,0.09673765566330,2.210,-0.04744028139850,0.795,-0.02931790397440,21.600000,3,0.344,-0.02450602863490,17.240000,3,-0.984,0hoo ,-0.015992709752600,,,,,,,,,,,,,,,,,,,,
 nv ori,05 35 31,-05 33 08,     F6IIIe,10.36,5.0704658940100,10.21,4.309437559100,8.6999998,3.2550007095300,9.4799995,2.4389582781300,9.2200003,1.5587327341400,8.315,0.9169016083190,7.684,0.57214660359100,7.101,000,0.35025641437800,6.304,0.17176623462500,5.862,0.10615084532200,0.726900,3,5.22,0.08872856863710,      null ,0,4.012,hdOO ,0.057904537129200,,,,,,,,,,,,,,,,,,,,
 r mon,06 39 09,+08 44 09,     B8IIIe,10.76,3.3803082012400,12.46,2.872956337400,11.85,2.1699989357000,10.96,1.6259710335100,10.25,1.0391544199100,8.799,0.6112673058310,8.257,0.38143079883800,7.642,000,0.23350411082700,6.989,0.11451074195900,6.375,0.07076718008020,1.247000,3,3.431,0.05915233718520,      null ,0,1.589,hhhD ,0.038602997404800,,,,,,,,,,,,,,,,,,,,
 r cra,19 01 53,-36 57 07,    B5IIIpe,12.781,4.2205593046100,12.651,3.587093803190,11.917,2.7094006385800,11.242,2.0301424503200,10.412,1.2974594607300,12.093,0.7632114474870,1.026,0.47624394323200,2.338,00c ,0.29154677294000,3.018,0.14297494449600,-0.035,0.08835794328990,34.070000,3,-0.202,0.07385597177340,79.239998,3,-2.717,0h00 ,0.048198634616300,,,,,,,,,,,,,,,,,,,,
 rr tau,05 39 30,+26 22 26,     A0:IVe,11.64,3.9115034347900,12.09,3.324424257410,11.28,2.5110013008100,10.58,1.8814826648300,10.17,1.2024513271500,6.935,0.7073243100880,4.951,0.44137036949500,2.858,000,0.27019788645400,-0.276,0.13250542075600,-1.26,0.08188781953430,88.349998,3,-1.239,0.06844777348720,      null ,0,-4.016,HHHH ,0.044669227760400,,,,,,,,,,,,,,,,,,,,
 sv cep,22 21 33,+73 40 27,      A2IVe,11.4,1.4004113213200,10.7,1.190223003660,10.35,0.8989982261660,10.28,0.6736155722820,10.08,0.4305061928120,9.685,0.2532389369480,8.416,0.15802109665600,7.389,000,0.09673727391420,6.014,0.04744009418820,5.285,0.02931778827920,1.365000,3,3.571,0.02450593192850,1.367000,3,1.723,HHHH ,0.015992646641700,,,,,,,,,,,,,,,,,,,,
 t cra,19 01 58,-36 57 49,         F0,     null ,99.9900000000000,     null ,99.990000000000,11.67,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,16.176,99.9900000000000,3.972,99.99000000000000,3.144,c00 ,99.99000000000000,6.726,99.99000000000000,5.935,99.99000000000000,2.527000,3,2.55,99.99000000000000,3.459000,3,0.742,0000,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 t ori,05 35 50,-05 28 34,     A3IVeb,12.724,1.4438749165300,11.637,1.227163129780,11.248,0.9268998107910,10.09,0.6945221117480,10.043,0.4438675150270,8.928,0.2610985382510,7.703,0.16292548786900,6.598,000,0.09973964161190,6.920,0.04891245949890,5.587,0.03022770414650,4.674000,3,2.301,0.02526650554650,      null ,0,-1.11,HHHH ,0.016488999327000,,,,,,,,,,,,,,,,,,,,
 t cha,11 57 13,-79 21 31,        K0e,     null ,-12.9417560886000,10,-10.999322534600,11.86,-8.3079989357000,     null ,-6.2251484983000,     null ,-3.9784783635700,8.271,-2.3402813903400,7.236,-1.46033558757000,6.216,000,-0.89398749110900,5.012,-0.43841271378900,4.586,-0.27093730191100,      null|, null,2.73,-0.22646903014300,      null|,null,0.64,HHHH ,-0.147794386475000,,,,,,,,,,,,,,,,,,,,
 ty cra,19 01 40,-36 52 33,        B9e,10.03,2.8491170203700,9.9200001,2.421491861800,9.3900003,1.8289991722100,     null ,1.3704613515700,     null ,0.8758587585230,8.955,0.5152110344260,7.860,0.32149168548200,6.954,000,0.19681061515100,5.857,0.09651620044890,5.043,0.05964662546920,0.599200,3,4.663,0.04985697180140,0.809600,3,2.567,0000,0.032536813330500,,,,,,,,,,,,,,,,,,,,
 ux ori,05 04 29,-03 47 14,      A4IVe,10.25,10.1892221131000,10.93,8.659917528290,8.6999998,6.5410015373200,9.6199999,4.9011448138800,9.4300003,3.1323105953400,7.486,1.8425356443200,6.970,1.14974224205000,6.673,000,0.70384861612900,5.662,0.34516834403500,4.547,0.21331265471200,      null ,0,-1.732,0.17830217430000,54.090000,3,-2.253,HHHH ,0.116360548024000,,,,,,,,,,,,,,,,,,,,
 hd 38238,05 44 18,+00 08 40,     A7IIIe,9.4399996,0.7726440956440,9.2200003,0.656677621976,8.8699999,0.4960011825560,     null ,0.3716515903100,     null ,0.2375216930550,8.707,0.1397186429740,8.044,0.08718443321550,7.214,000,0.05337252161590,6.250,0.02617395911700,5.513,0.01617540194540,      null ,0,2.921,0.01352057308060,3.112000,3,0.92,0000,0.008823567628520,,,,,,,,,,,,,,,,,,,,
 v376 cas,00 11 26,+58 50 03,     A3/F2e,     null ,99.9900000000000,16,99.990000000000,     null ,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,7.950,99.9900000000000,7.504,99.99000000000000,6.846,000,99.99000000000000,5.811,99.99000000000000,5.069,99.99000000000000,1.221000,3,3.9,99.99000000000000,1.690000,3,1.071,0000,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 v380 ori,05 36 25,-06 42 57,        A1e,     null ,3.2354385155600,11.4,2.749830203100,10.7,2.0769994087200,10.9,1.5562868809000,     null ,0.9946194351630,14.656,0.5850702559780,2.795,0.36508383973000,0.606,cc0 ,0.22349683778400,8.518,0.10960316128600,6.355,0.06773431487240,17.889999,3,3.078,0.05661724867100,33.799999,3,-0.327,dddd ,0.036948590833600,,,,,,,,,,,,,,,,,,,,
 v451 ori,05 31 26,+11 01 22,        B9e,     null ,1.0140957209300,9.6300001,0.861889672400,9.4799995,0.6510017738340,     null ,0.4877928784220,     null ,0.3117473283150,8.107,0.1833807813620,6.964,0.11442960757000,5.947,000,0.07005145848020,4.792,0.03435333304170,3.723,0.02123022228420,7.375000,3,1.492,0.01774575821240,7.237000,3,0.149,HHHH ,0.011580936456900,,,,,,,,,,,,,,,,,,,,
 v517 cyg,20 47 23,+43 44 39,       A0/5,     null ,99.9900000000000,12.5,99.990000000000,     null ,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,9.181,99.9900000000000,9.162,99.99000000000000,9.111,000,99.99000000000000,9.051,99.99000000000000,9.013,99.99000000000000,      null|, null,8.567,99.99000000000000,      null|,null,7.329,0000,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 v590 mon,06 40 44,+09 48 02,       B4Ve,12.745,1.4969925240700,13.03,1.272308293520,12.88,0.9609988174440,12.545,0.7200723533520,12.386,0.4601966168040,14.081,0.2707038922380,2.726,0.16891922875600,2.124,c00 ,0.10340888683500,7.928,0.05071186247910,7.209,0.03133972798420,0.562500,3,4.543,0.02619601565180,0.580400,3,2.958,000p ,0.017095600484200,,,,,,,,,,,,,,,,,,,,
 v594 cas,00 43 18,+61 54 40,       B8eq,10.83,2.9939874429100,11.13,2.544618622360,10.6,1.9219991722100,10.6,1.4401458586100,     null ,0.9203939697910,11.438,0.5414082175240,0.448,0.33783872773500,9.330,000,0.20681793909400,7.812,0.10142380608300,6.888,0.06267950610300,2.024000,3,3.219,0.05239207320980,3.075000,3,0.843,h00h ,0.034191228316400,,,,,,,,,,,,,,,,,,,,
 v645 cyg,21 39 58,+50 14 20,     O6/9eq,     null ,99.9900000000000,13.6,99.990000000000,     null ,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,8.137,99.9900000000000,6.917,99.99000000000000,5.896,000,99.99000000000000,4.757,99.99000000000000,3.865,99.99000000000000,5.028000,3,1.777,99.99000000000000,5.984000,3,0.133,hh00 ,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 lkh 225,20 20 30,+41 21 26,      A4:Ve,     null ,99.9900000000000,18.200001,99.990000000000,     null ,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,10.942,99.9900000000000,9.209,99.99000000000000,6.848,000,99.99000000000000,1.590,99.99000000000000,-0.156,99.99000000000000,67.260002,3,-0.915,99.99000000000000,143.000000,3,-3.203,HHHH ,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 v1578 cyg,21 52 34,+47 13 43,  A0.5IIIer,10.72,1.8350292205700,10.56,1.559608921640,10.15,1.1780024833700,     null ,0.8826722833120,     null ,0.5641138652750,14.302,0.3318316854560,2.242,0.20706297172400,0.022,ccc ,0.12675970384400,1.910,0.06216313574190,0.304,0.03841656901480,38.729999,3,-1.691,0.03211135220160,79.529999,3,-3.159,HHHH ,0.020955967332600,,,,,,,,,,,,,,,,,,,,
 v1685 cyg,20 20 28,+41 21 51,       B2Ve,11.11,4.6358524158500,11.36,3.940055398650,10.62,2.9759992904700,10.9,2.2299036937000,     null ,1.4251264207900,11.864,0.8383096592860,8.745,0.52310522739500,8.354,cc0 ,0.32023428984700,5.389,0.15704334283900,4.552,0.09705215714260,      null|, null,3.493,0.08112322572910,      null|,null,2.01,hh00 ,0.052941266927100,,,,,,,,,,,,,,,,,,,,
 v1686 cyg,20 20 29,+41 21 28,      A4:Ve,14.82,4.9738826649200,14.08,4.227350547040,12.93,3.1929988174400,12.05,2.3925005223700,11.08,1.5290416872300,7.904,0.8994362866040,6.792,0.56124824284100,5.766,000,0.34358466148300,  null ,0.16849439769000,  null ,0.10412886319500,23.770000,3,  null ,0.08703844945470,24.219999,3,-1.338,dddd ,0.056801560146100,,,,,,,,,,,,,,,,,,,,
 vv ser,18 28 47,+00 08 39,       A5Ve,12.99,3.3320193498900,12.63,2.831915179830,11.8,2.1389997634900,11.01,1.6027434847500,10.24,1.0243097459000,9.378,0.6025351446450,7.691,0.37598193025800,6.345,000,0.23016842525400,  null|,0.11287491709700,  null|,0.06975624686450,      null|, null,  null|,0.05830732594730,      null|,null,  null|,null|,0.038051540468700,,,,,,,,,,,,,,,,,,,,
 vx cas,00 31 30,+61 58 50,      A0Vep,11.83,5.2636260889600,11.59,4.473606260060,10.5,3.3790004730200,11.19,2.5318707769700,10.94,1.6181129025700,8.673,0.9518311191610,7.435,0.59394261835700,6.321,000,0.36359948752000,5.179,0.17830969632300,4.144,0.11019467845400,4.261000,3,2.354,0.09210869740120,3.259000,3,0.988,0h00 ,0.060110419569700,,,,,,,,,,,,,,,,,,,,
 vy mon,06 31 06,+10 26 04,     A5:Vep,16.65,7.7747126760600,15.45,6.607802816900,13.7,4.9910000000000,12.49,3.7397352112700,11,2.3900563380300,10.145,1.4059154929600,9.171,0.87729126760600,8.214,c00 ,0.53705971831000,7.115,0.26337483568000,6.564,0.16276459401400,0.755400,3,4.157,0.13605044225400,1.327000,3,1.832,0000,0.088786937577500,,,,,,,,,,,,,,,,,,,,
 ww vul,19 25 58,+21 12 31,      A2IVe,11.46,3.2837284721900,10.99,2.790872300050,10.25,2.1079992904700,10.38,1.5795149613100,10.12,1.0094644489600,14.544,0.5938026170330,3.351,0.37053283302800,0.639,cc0 ,0.22683259970700,3.646,0.11123902359100,0.526,0.06874527122720,      null ,0,-0.191,0.05746227925030,56.220001,3,-2.313,HHHH ,0.037500060391900,,,,,,,,,,,,,,,,,,,,
 z cma ,07 03 43,-11 33 06,B5/8eq+F5/7,10.51,6.4225867060600,9.9899998,5.458617996110,8.8000002,4.1229986991900,     null ,3.0893455041800,     null ,1.9743937432700,,1.1614080842800,,0.72471864459000,,,0.44365788819400,,0.21757044778800,,0.13445766567700,,,,0.11238946031600,,,,,0.073345707901600,,,,,,,,,,,,,,,,,,,,
 HBC 324     ,00 07 30,+65 39 52,        A5e,     null ,99.9900000000000,     null ,99.990000000000,14.6,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,9.092,99.9900000000000,8.181,99.99000000000000,7.278,000,99.99000000000000,6.574,99.99000000000000,5.907,99.99000000000000,1.502000,3,3.322,99.99000000000000,1.786000,3,1.56,pp00 ,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 RNO 6      ,02 16 30, +55 22 5,         B3,     null ,3.6700492305300,15.09,3.119210015100,14.52,2.3559990539600,     null ,1.7653401362000,     null ,1.1282248990800,6.543,0.6636617053390,5.216,0.41412490413200,3.766,000,0.25351877144000,0.489,0.12432595946700,-1.364,0.07683294520430,111.000000,3,-1.146,0.06422254322570,175.100006,3,-2.915,HHHH ,0.041911829480300,,,,,,,,,,,,,,,,,,,,
 HD 278937,03 40 46,+32 31 53,         A6,     null ,0.4829025137240,10.66,0.410423474594,10.4,0.3100007095340,10.4,0.2322822217910,     null ,0.1484510440020,12.920,0.0873241435306,2.014,0.05449026556310,1.004,000,0.03335782282870,9.067,0.01635872288800,7.704,0.01010962525170,0.535900,3,4.16,0.00845035736946,1.551000,3,1.438,0hhh ,0.005514729241900,,,,,,,,,,,,,,,,,,,,
 HD 275877,03 49 36,+38 58 55,    A2II+B6,12.12,-1.8833151245300,9.4700003,-1.600647574200,9.8000002,-1.2089997634900,8.6999998,-0.9058984143320,8.3999996,-0.5789576332200,12.272,0.3405633136590,1.789,-0.21251150772300,1.419,000,-0.13009518581800,9.940,-0.06379886075860,9.25,-0.03942744052640,      null|, null,4.9,-0.03295631186280,      null|,null,2.169,hhdd ,-0.021507390609500,,,,,,,,,,,,,,,,,,,,
 V892 Tau   ,04 18 40,+28 19 15,       A0Ve,     null ,9.2234207698700,16.6,7.839073710370,14.69,5.9210024833700,14.35,4.4365821424700,     null ,2.8354096399200,9.139,1.6678880234800,8.409,1.04076212665000,7.589,000,0.63713322497100,6.591,0.31245102306500,5.963,0.19309348133900,0.382700,3,5.194,0.16140152403300,0.641300,3,2.244,0000,0.105331131614000,,,,,,,,,,,,,,,,,,,,
 HD 31648 ,04 58 46,+29 50 36,      A5Vep,7.8400002,0.0965818474944,7.7800002,0.082085837834,7.6199999,0.0620010051727,7.7600002,0.0464570911998,7.4299998,0.0296906221954,7.654,0.0174650718796,6.917,0.01089820485290,6.092,000,0.00667165745802,4.971,0.00327179013211,4.122,0.00202195320285,4.302000,3,2.574,0.00169009500579,3.404000,3,0.969,0000,0.001102961205370,,,,,,,,,,,,,,,,,,,,
 V1012 Ori  ,05 11 36,-02 22 48,        A3e,     null ,99.9900000000000,12.61,99.990000000000,     null ,99.9900000000000,12.5,99.9900000000000,     null ,99.9900000000000,8.742,99.9900000000000,7.016,99.99000000000000,5.787,0dd ,99.99000000000000,5.144,99.99000000000000,4.104,99.99000000000000,17.350000,3,-0.21,99.99000000000000,61.650002,3,-2.51,HHHH ,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 HD 34282 ,05 16 00,-09 48 35,         A0,10.19,1.5452830333400,10.16,1.313350860170,9.8400002,0.9919990539550,9.7700005,0.7433006995830,9.6300001,0.4750418004860,6.865,0.2794363532270,6.262,0.17436828441400,5.527,000,0.10674468693300,4.868,0.05234774350440,3.926,0.03235069590850,9.118000,3,1.665,0.02704105590180,8.070000,3,0.056,0000,0.017647076353500,,,,,,,,,,,,,,,,,,,,
 HD 287841,05 24 42,+01 43 48,          A,10.55,0.6760606823450,10.45,0.574590453349,10.17,0.4339991722110,9.9899998,0.3251937459380,9.8000002,0.2078305895090,10.558,0.1222532879470,9.676,0.07628605167870,8.833,000,0.04670075599560,7.936,0.02290211594200,7.277,0.01415341596220,0.294400,3,5.152,0.01183045067460,0.872200,3,2.087,0000,0.007720588541720,,,,,,,,,,,,,,,,,,,,
 HD 35929 ,05 27 42,-08 19 38,      F2III,     null ,0.4346138465770,8.5500002,0.369382473583,8.1099997,0.2790016555790,8.1000004,0.2090547616450,     null ,0.1336064266150,9.256,0.0785920156559,8.475,0.04904141776930,7.678,000,0.03002214998060,6.790,0.01472290426620,6.271,0.00909869589251,0.735600,3,4.428,0.00760534935503,      null ,0,1.946,0000,0.004963274409510,,,,,,,,,,,,,,,,,,,,
 HD 36112   ,05 30 27,+25 19 57,       A8Ve,     null ,0.3380273016700,8.5699997,0.287292643372,8.2700005,0.2169976348880,8.3000002,0.1625954109300,     null ,0.1039143603690,15.893,0.0611260943346,5.764,0.03814268286480,3.096,cc0 ,0.02335016803580,7.310,0.01145095500530,6.754,0.00707664434873,      null ,0,5.175,0.00591517214876,0.589600,3,2.233,0000,0.003860259559850,,,,,,,,,,,,,,,,,,,,
 HD 244604 ,05 31 57,+11 17 41,     A0Vesh,     null ,0.8692194036030,9.6099997,0.738757901796,9.4300003,0.5579979896550,9.3999996,0.4181055359100,     null ,0.2672103049050,7.211,0.1571825322970,6.974,0.09808190015340,6.673,000,0.06004372733750,6.150,0.02944552771690,5.467,0.01819721824220,      null ,0,4.213,0.01521055365040,0.468600,3,3.391,0000,0.009926454152640,,,,,,,,,,,,,,,,,,,,
 HD 37258  ,05 36 59,-06 09 16,        A3V,     null ,0.3380302490660,9.9300003,0.287295148393,9.7700005,0.2169995269780,9.6999998,0.1625968286650,     null ,0.1039152664400,7.221,0.0611266273176,6.560,0.03814301544620,5.804,000,0.02335037163530,4.684,0.01145105485080,3.865,0.00707670605284,4.686000,3,2.163,0.00591522372553,6.302000,3,-0.181,0000,0.003860293219010,,,,,,,,,,,,,,,,,,,,
 HD 37357 ,05 37 47,-06 42 30,        A0e,     null ,0.4828986452670,8.9499998,0.410420186755,8.8500004,0.3099982261660,     null ,0.2322803610140,     null ,0.1484498547840,8.613,0.0873234439904,7.956,0.05448982905000,7.123,000,0.03335755560430,6.540,0.01635859184080,5.773,0.01010954426510,      null ,0,3.405,0.00845028967495,1.448000,3,1.598,0000,0.005514685064260,,,,,,,,,,,,,,,,,,,,
 V1787 Ori   ,05 38 09,-06 49 16,        A5e,     null ,6.6157504010500,15.26,5.622789671780,13.75,4.2470007095300,     null ,3.1822596865800,     null ,2.0337749876600,8.953,1.1963382280400,8.406,0.74651505429500,7.690,000,0.45700120311000,6.692,0.22411402805200,6.036,0.13850157208300,1.749000,3,3.56,0.11576965032700,1.622000,3,1.946,0000,0.075551630312300,,,,,,,,,,,,,,,,,,,,
 HD 37411 ,05 38 14,-05 25 13,       B9Ve,10.03,0.8692219825740,9.9099998,0.738760093689,9.79,0.5579996452330,9.6000004,0.4181067764280,9.4499998,0.2672110977170,8.405,0.1571829986570,7.947,0.09808219116210,7.368,000,0.06004390548710,6.647,0.02944561508170,5.952,0.01819727223330,1.513000,3,3.416,0.01521059878010,1.671000,3,1.494,0000,0.009926483604400,,,,,,,,,,,,,,,,,,,,
 V883 Ori       ,05 38 18, -07 02 2,           ,     null ,99.9900000000000,14.8,99.990000000000,     null ,99.9900000000000,     null ,99.9900000000000,14.8,99.9900000000000,9.938,99.9900000000000,8.969,99.99000000000000,7.978,000,99.99000000000000,6.489,99.99000000000000,5.668,99.99000000000000,2.027000,3,3.095,99.99000000000000,2.493000,3,1.343,0000,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 V599 Ori   ,05 38 58,-07 16 45,         A5,     null ,99.9900000000000,15.1,99.990000000000,     null ,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,12.618,99.9900000000000,1.941,99.99000000000000,1.701,ccc ,99.99000000000000,6.489,99.99000000000000,5.876,99.99000000000000,0.666200,3,4.211,99.99000000000000,      null ,0,1.503,0000,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 V350 Ori   ,05 40 11,-09 42 11,        A7V,12.74,2.2696358828700,12.08,1.928985289240,11.42,1.4569995269800,11.38,1.0917235892300,10.96,0.6977180833410,13.208,0.4104224019660,1.299,0.25610357882600,9.927,c00 ,0.15678135755100,3.772,0.07688579663470,1.483,0.04751511450350,27.660000,3,-0.146,0.03971657583820,60.560001,3,-2.435,HHHH ,0.025919159697900,,,,,,,,,,,,,,,,,,,,
 HD 37806     ,05 41 02,-02 43 00,      A2Vpe,7.6700001,-0.1448717120210,7.9299998,-0.123127856510,7.9000001,-0.0930008277893,7.9000001,-0.0696851273013,     null ,-0.0445356076738,9.624,0.0261974162787,8.595,-0.01634718775790,7.589,000,0.01000741301850,6.693,-0.00490764931620,6.019,0.00303290762935,0.674600,3,4.302,0.00253512397329,1.950000,3,1.047,0000,-0.001654429711800,,,,,,,,,,,,,,,,,,,,
 HD 52721 ,07 01 49,-11 18 03,      B2Vne,5.8800001,1.3521236673400,6.6500001,1.149182863750,6.5900002,0.8679998226170,     null ,0.6503885994820,     null ,0.4156618868870,10.017,0.2445069922860,9.236,0.15257236318700,8.371,000,0.09340167105340,7.392,0.04580430988820,6.809,0.02830688013070,0.556300,3,4.324,0.02366094164360,1.008000,3,2.132,0000,0.015441203379700,,,,,,,,,,,,,,,,,,,,
 NX Pup     ,07 19 28,-44 35 11, A1e/F2IIIe,     null ,2.1730587327900,10.47,1.846903443780,9.9899998,1.3950015373200,10,1.0452687575400,     null ,0.6680289051970,7.115,0.3929581795280,6.252,0.24520590402500,5.400,000,0.15011002458000,4.576,0.07361416563140,3.522,0.04549325964160,8.745000,3,1.377,0.03802656303290,8.340000,3,0.026,HHHH ,0.024816252136800,,,,,,,,,,,,,,,,,,,,
 V388 Vel,08 42 16, -40 44 1,         Ae,     null ,12.3622797406000,16.940001,10.506820032700,14.24,7.9360023651100,     null ,5.9464130397700,     null ,3.8003391607600,6.243,2.2354936239800,6.156,1.39494802136000,6.038,000,0.85395856435900,6.040,0.41878247222400,5.631,0.25880589121500,0.115900,3,5.071,0.21632871799200,      null ,0,2.483,0000,0.141176787539000,,,,,,,,,,,,,,,,,,,,
 HD 76534 ,08 55 08,-43 27 59,      B2Vne,7.04,1.6418642361000,7.6199999,1.395436150030,7.5,1.0539996452300,     null ,0.7897574806540,     null ,0.5047322244780,15.537,0.2969013085160,4.593,0.18526641651400,1.969,cc0 ,0.11341629985300,4.587,0.05561951179530,3.503,0.03437263561360,5.197000,3,2.011,0.02873113962510,4.652000,3,0.597,0h0h ,0.018750030195900,,,,,,,,,,,,,,,,,,,,
 HD 85567 ,09 50 28,-60 58 02,       B2Ve,8.1599998,1.5452863491600,8.6700001,1.313353678310,8.5699997,0.9920011825560,     null ,0.7433022945350,     null ,0.4750428198160,11.552,0.2794369528330,0.066,0.17436865856800,8.824,000,0.10674491598200,6.724,0.05234785583060,5.796,0.03235076532560,3.775000,3,2.239,0.02704111392560,6.730000,3,-0.388,hhhh ,0.017647114220100,,,,,,,,,,,,,,,,,,,,
 HD 94509 ,10 53 27,-58 25 24,        B8e,     null ,0.4828979084180,9.1499996,0.410419560500,9.1400003,0.3099977531430,     null ,0.2322800065810,     null ,0.1484496282660,7.818,0.0873233107446,7.858,0.05448974590460,7.804,000,0.03335750470440,7.270,0.01635856687950,7.138,0.01010952883900,0.117900,3,6.28,0.00845027678075,      null ,0,4.283,0000,0.005514676649470,,,,,,,,,,,,,,,,,,,,
 HD 95881 ,11 01 57,-71 30 48,A1/A2III/IV,     null ,0.5311932072060,8.3699999,0.451466197806,8.2299995,0.3410010643010,8.1999998,0.2555106566310,     null ,0.1632962843130,7.472,0.0960566378311,6.680,0.05993934200660,5.774,ss0 ,0.03669363565150,4.603,0.01799461015370,3.599,0.01112059703250,5.968000,3,1.791,0.00929540084292,5.179000,3,0.46,hhp0 ,0.006066207214970,,,,,,,,,,,,,,,,,,,,
 HD 97048 ,11 08 03,-77 39 17,      A0Vep,9.0299997,-1.1589622750100,8.7600002,0.985013145124,9,-0.7439992904660,8.5,-0.5574755246870,8.6400003,-0.3562813503640,13.923,-0.2095772649200,3.537,-0.13077621331000,3.433,ccc ,0.08005851519950,8.549,-0.03926080762830,8.382,-0.02426302193140,      null|, null,7.616,-0.02028079192630,      null|,null,6.05,dddd ,-0.013235307265100,,,,,,,,,,,,,,,,,,,,
 HD 98922 ,11 22 31,-53 22 11,      A2III,     null ,0.0965804659024,6.8000002,0.082084663606,6.7600002,-0.0620001182556,     null ,-0.0464564266366,     null ,-0.0296901974745,7.384,0.0174648220438,6.662,-0.01089804895540,5.734,000,0.00667156202075,4.506,0.00327174332954,3.469,0.00202192427904,6.310000,3,1.693,0.00169007082918,5.074000,3,0.523,0h00 ,0.001102945427640,,,,,,,,,,,,,,,,,,,,
 HD 100546,11 33 25,-70 11 41,      B9Vne,     null ,2.2696358828700,6.71,1.928985289240,6.3000002,1.4569995269800,6.6999998,1.0917235892300,6.6399999,0.6977180833410,7.267,0.4104224019660,6.665,0.25610357882600,5.941,000,0.15678135755100,4.474,0.07688579663470,4.467,0.04751511450350,6.046000,3,1.34,0.03971657583820,17.180000,3,-1.32,hhhd ,0.025919159697900,,,,,,,,,,,,,,,,,,,,
 HD 101412,11 39 44,-60 10 27,      B9.5V,     null ,0.8547357140120,9.4650002,0.726448075200,9.2880001,0.5487001419070,9.3000002,0.4111386978790,     null ,0.2627578144340,6.004,0.1545634202550,5.226,0.09644757423940,4.280,dd0 ,0.05904322653760,2.479,0.02895488072780,0.824,0.01789400036720,26.580000,3,0.06,0.01495710217810,21.530001,3,-1.06,HHHH ,0.009761050941340,,,,,,,,,,,,,,,,,,,,
 HD 104237,12 00 05,-78 11 34,      A4IVe,     null ,0.4346114518180,6.8099999,0.369380438254,6.5999999,0.2790001182560,6.5999999,0.2090536097350,     null ,0.1336056904320,6.425,0.0785915826072,5.962,0.04904114754690,5.418,000,0.03002198455600,4.203,0.01472282314170,3.455,0.00909864575792,38.470001,3,-0.397,0.00760530744890,158.500000,3,-3.227,HHHH ,0.004963247061440,,,,,,,,,,,,,,,,,,,,
 Hen 3-847   ,13 01 17,-48 53 18,        B5e,     null ,1.0140914840500,10.65,0.861886071433,10.58,0.6509990539550,10.6,0.4877908404280,     null ,0.3117460258380,8.635,0.1833800151990,8.217,0.11442912948400,7.466,000,0.07005116580590,6.126,0.03435318951380,4.994,0.02123013358460,2.344000,3,2.869,0.01774568407080,2.510000,3,1.325,0h00 ,0.011580888071800,,,,,,,,,,,,,,,,,,,,
 CPD-61 3587B ,13 19 04, -62 34 1,           ,     null ,99.9900000000000,     null ,99.990000000000,15.17,99.9900000000000,     null ,99.9900000000000,     null ,99.9900000000000,5.813,99.9900000000000,5.246,99.99000000000000,4.585,000,99.99000000000000,3.803,99.99000000000000,2.848,99.99000000000000,13.479999,3,0.927,99.99000000000000,13.000000,3,-0.518,hhhh ,99.990000000000000,,,,,,,,,,,,,,,,,,,,
 HD 130437,14 50 50,-60 17 10,       B1Ve,10.2,3.9597935756300,10.54,3.365466510930,9.9799995,2.5420013008100,     null ,1.9047108338500,     null ,1.2172963975700,10.177,0.7160567044540,9.424,0.44681938357900,7.805,000,0.27353366110100,5.221,0.13414128930100,3.299,0.08289877974550,26.820000,3,0.137,0.06929280729000,34.500000,3,-1.665,0000,0.045220699422400,,,,,,,,,,,,,,,,,,,,
